Date;Pic journalier consommation (MW);Température moyenne (°C);Température référence (°C)
2017-07-11;54980.0;19.9;20.9
2017-07-12;55924.0;20.5;20.9
2017-07-24;53274.0;18.1;21.2
2017-07-30;45182.0;21.8;21.2
2017-08-03;52806.288;23.24;21.10375
2017-08-20;43998.588;17.84;20.0275
2017-08-26;47861.181;22.71;19.435
2017-09-01;53073.0;15.9;18.7
2017-09-13;55499.0;16.9;17.3
2017-09-15;55027.0;12.6;17.0
2017-09-20;57302.0;13.1;16.4
2017-09-26;55190.0;16.0;15.6
2017-09-28;54903.0;17.6;15.3
2017-09-30;49222.0;15.2;15.1
2017-10-02;55415.0;17.0;14.8
2017-10-06;56466.0;12.6;14.3
2017-10-13;55236.0;16.0;13.4
2017-10-20;55818.0;14.8;12.4
2017-11-16;74830.0;6.0;8.5
2017-11-18;66719.0;6.4;8.2
2017-11-19;65167.0;6.7;8.1
2017-11-21;73140.0;8.7;7.8
2017-11-23;67985.0;12.6;7.5
2017-11-29;80823.0;3.9;6.7
2017-12-02;78749.0;1.2;6.4
2017-12-03;77284.0;1.4;6.3
2017-12-08;80730.0;5.3;5.8
2017-12-23;65010.0;8.1;4.8
2018-01-05;69754.0;9.6;4.6
2018-01-07;66587.0;8.0;4.7
2018-01-09;76636.0;6.8;4.7
2018-01-10;75418.0;7.6;4.7
2018-01-13;72306.0;4.4;4.8
2018-01-14;71145.0;4.8;4.8
2018-01-19;76068.0;6.6;5.0
2018-01-28;66634.0;7.4;5.4
2018-02-08;87765.0;1.0;6.0
2018-02-10;77398.0;3.0;6.1
2018-02-16;77184.0;7.3;6.4
2018-02-17;69011.0;6.7;6.4
2018-02-21;82270.0;3.5;6.8
2018-02-27;94631.0;-3.7;7.1
2012-01-02;73329.0;8.4;4.6
2012-01-03;76730.0;8.4;4.6
2012-01-04;78387.0;8.1;4.6
2012-01-06;77712.0;6.8;4.6
2012-01-07;68712.0;7.5;4.6
2012-01-16;85551.0;1.4;4.9
2012-01-27;76756.0;5.4;5.3
2012-02-07;100655.0;-4.7;5.9
2012-02-16;82548.0;6.0;6.4
2012-02-19;71684.0;4.9;6.6
2012-02-22;81440.0;3.8;6.8
2012-02-23;77203.0;7.3;6.8
2012-02-26;63649.0;8.2;7.0
2012-03-09;74976.0;6.8;7.8
2012-03-11;61331.0;9.7;8.0
2012-03-22;64594.0;12.6;9.0
2012-03-24;55081.0;13.6;9.2
2012-03-31;51909.0;11.5;10.0
2012-04-02;61395.0;10.6;10.2
2012-04-04;63396.0;9.6;10.5
2012-04-26;63838.0;12.6;13.3
2012-04-29;52916.0;13.7;13.7
2012-05-09;57155.0;17.3;15.0
2012-05-10;55489.0;20.4;15.1
2012-05-13;47936.0;12.7;15.4
2012-05-23;56939.0;17.0;16.6
2012-05-25;54100.0;21.7;16.8
2012-06-03;45163.0;17.3;17.7
2012-06-05;54862.0;15.2;17.9
2012-06-13;56473.0;14.3;18.7
2012-06-24;46335.0;17.8;19.7
2012-06-30;48930.0;20.2;20.1
2012-07-06;54967.0;18.0;20.6
2012-07-07;48185.0;19.0;20.6
2012-07-08;46007.0;18.9;20.7
2012-07-24;54956.0;22.2;21.2
2012-07-25;55907.0;24.1;21.2
2012-07-27;55152.0;23.6;21.2
2012-07-31;52015.0;20.4;21.2
2012-08-13;48729.0;21.0;20.6
2012-08-16;48721.0;21.0;20.4
2012-08-18;46380.0;26.3;20.2
2012-08-22;53006.0;21.4;19.8
2012-08-25;47140.0;20.1;19.5
2012-08-26;43983.0;18.6;19.4
2012-09-06;54991.0;18.5;18.2
2012-09-19;54778.0;14.1;16.5
2012-09-20;54982.0;13.4;16.4
2012-09-30;47995.0;12.6;15.1
2012-10-07;48968.0;15.8;14.2
2012-10-12;57010.0;13.7;13.5
2012-10-14;53227.0;10.3;13.2
2012-10-16;63218.0;11.2;13.0
2012-10-18;61056.0;16.3;12.7
2012-10-29;72011.0;6.2;11.1
2012-10-30;71212.0;7.2;11.0
2012-11-16;72514.0;7.1;8.5
2012-11-20;73127.0;8.6;7.9
2012-11-23;71160.0;9.0;7.5
2012-11-28;78469.0;6.7;6.9
2012-12-08;76840.0;3.5;5.8
2012-12-17;77335.0;8.0;5.1
2012-12-20;76980.0;7.4;4.9
2012-12-22;66498.0;8.8;4.8
2012-12-23;59523.0;11.4;4.8
2012-12-30;62263.0;8.1;4.6
2013-01-08;81341.0;4.5;4.6
2013-01-10;79623.0;6.3;4.7
2013-01-12;72044.0;4.3;4.7
2013-01-17;92597.0;-1.9;4.9
2013-01-23;86541.0;2.7;5.1
2013-01-26;79849.0;2.1;5.3
2013-02-05;82253.0;6.2;5.8
2013-02-09;78441.0;1.9;6.0
2013-02-15;79348.0;5.8;6.4
2013-02-20;80821.0;4.1;6.7
2013-02-23;85429.0;-1.6;6.8
2013-02-24;82675.0;-0.4;6.9
2013-03-01;82928.0;3.5;7.2
2013-03-04;78389.0;6.9;7.5
2013-03-14;82858.0;1.9;8.3
2013-03-20;75025.0;6.9;8.8
2013-03-22;70990.0;9.6;9.0
2013-03-25;73428.0;6.4;9.3
2013-03-31;66882.0;4.8;10.0
2013-04-02;75754.0;6.6;10.2
2013-04-05;75622.0;5.7;10.6
2013-04-08;72343.0;7.7;11.0
2013-04-09;71479.0;9.1;11.1
2013-04-13;59070.0;11.9;11.6
2013-04-22;60135.0;10.6;12.8
2013-04-29;63075.0;9.6;13.7
2013-05-06;54713.0;14.8;14.6
2013-05-16;59943.0;10.5;15.8
2013-05-17;58820.0;11.3;15.9
2013-06-05;55150.0;17.2;17.9
2013-06-09;45653.0;14.9;18.3
2013-06-14;54369.0;16.3;18.8
2013-06-27;55076.0;15.9;19.9
2013-06-28;54882.0;15.7;20.0
2013-06-30;46145.0;18.2;20.1
2013-07-05;55292.0;20.3;20.5
2013-07-06;48673.0;21.8;20.6
2013-07-08;56014.0;23.3;20.7
2013-07-13;48624.0;20.8;20.9
2013-07-15;55596.0;23.3;21.0
2013-07-17;56868.0;23.1;21.1
2013-07-27;48627.0;24.0;21.2
2013-07-30;52402.0;20.6;21.2
2013-08-05;50894.0;22.7;21.0
2013-08-12;48077.0;20.2;20.7
2013-08-17;44447.0;21.5;20.3
2013-08-24;46278.0;19.3;19.6
2013-08-26;51795.0;17.8;19.4
2013-09-01;44771.0;17.8;18.8
2013-09-03;54723.0;19.7;18.5
2013-09-11;55403.0;14.4;17.5
2013-09-12;55503.0;15.1;17.4
2013-09-16;54552.0;14.1;16.9
2013-09-19;55925.0;14.7;16.5
2013-09-25;55195.0;18.5;15.7
2013-10-10;59269.0;11.3;13.8
2013-10-16;61663.0;14.3;13.0
2013-10-17;59727.0;14.6;12.8
2013-10-27;48918.0;15.8;11.4
2013-11-05;69653.0;10.1;10.1
2013-11-09;59347.0;9.9;9.5
2013-11-12;71017.0;9.0;9.1
2013-11-25;80557.0;5.6;7.3
2013-12-04;83191.0;4.4;6.2
2013-12-05;82719.0;5.4;6.1
2013-12-06;79065.0;6.1;6.0
2013-12-07;71693.0;4.6;5.9
2013-12-12;83880.0;3.2;5.4
2013-12-20;75717.0;6.1;4.9
2013-12-28;66224.0;7.8;4.7
2014-01-05;65817.0;7.2;4.6
2014-01-20;79323.0;5.4;5.0
2014-01-23;80516.0;6.2;5.1
2014-02-04;78518.0;6.5;5.8
2014-02-15;66690.0;9.6;6.4
2014-02-25;73065.0;8.6;7.0
2014-03-05;71556.0;7.6;7.5
2014-03-07;70911.0;8.4;7.7
2014-03-08;60166.0;10.4;7.8
2014-03-14;64136.0;10.6;8.3
2014-03-28;67987.0;9.3;9.7
2014-03-29;57209.0;12.5;9.8
2014-04-08;58672.0;11.7;11.0
2014-04-09;60730.0;11.2;11.1
2014-04-10;59255.0;12.7;11.2
2014-04-28;59104.0;11.6;13.6
2014-04-29;59207.0;11.9;13.7
2014-05-04;49117.0;11.6;14.3
2012-04-22;57071.0;9.2;12.8
2012-04-27;62241.0;12.7;13.4
2012-04-28;55235.0;14.1;13.6
2012-04-30;55515.0;12.3;13.8
2012-05-04;57176.0;13.8;14.3
2012-05-21;59863.0;12.4;16.3
2012-05-27;45289.0;18.5;17.0
2012-05-29;53647.0;19.6;17.2
2012-06-09;48043.0;15.1;18.3
2012-06-11;55009.0;15.6;18.5
2012-06-26;56701.0;20.4;19.8
2012-06-29;56111.0;20.9;20.1
2012-07-01;45930.0;17.0;20.2
2012-07-04;56761.0;20.6;20.4
2012-07-10;56077.0;18.5;20.8
2012-07-12;55679.0;17.2;20.9
2012-07-18;56065.0;21.5;21.1
2012-07-19;55866.0;19.2;21.2
2012-07-20;55219.0;17.8;21.2
2012-07-21;47816.0;17.8;21.2
2012-07-23;53474.0;20.3;21.2
2012-07-28;47523.0;20.5;21.2
2012-08-01;52856.0;21.6;21.2
2012-08-09;49388.0;22.3;20.8
2012-08-10;49357.0;22.8;20.8
2012-08-19;45766.0;26.2;20.1
2012-09-03;54477.0;17.7;18.5
2012-09-04;55266.0;19.1;18.4
2012-09-09;44985.0;20.9;17.8
2012-09-22;49690.0;15.8;16.1
2012-09-24;55382.0;17.3;15.9
2012-10-01;56578.0;13.7;15.0
2012-10-11;58126.0;15.6;13.6
2012-10-13;52541.0;11.1;13.4
2012-10-20;53079.0;15.4;12.4
2012-10-23;59453.0;14.9;12.0
2012-10-27;61334.0;6.6;11.4
2012-11-02;65454.0;9.4;10.6
2012-11-06;72574.0;7.6;10.0
2012-11-08;72286.0;8.1;9.7
2012-11-09;69955.0;8.3;9.5
2012-11-12;73791.0;7.1;9.1
2012-11-17;63265.0;9.2;8.4
2012-11-21;73980.0;8.7;7.8
2012-11-26;72061.0;10.3;7.1
2012-11-27;75171.0;7.4;7.0
2012-12-07;84115.0;3.0;5.9
2012-12-19;77324.0;6.4;5.0
2012-12-21;72579.0;7.5;4.9
2013-01-03;74569.0;7.1;4.6
2013-01-15;87682.0;2.2;4.8
2013-01-16;89570.0;0.1;4.9
2013-01-19;82765.0;1.3;5.0
2013-01-30;74543.0;10.9;5.5
2013-01-31;74743.0;9.2;5.5
2013-02-01;73379.0;9.3;5.6
2013-02-11;83338.0;3.7;6.1
2013-02-13;85989.0;2.1;6.3
2013-02-19;82076.0;3.9;6.6
2013-02-22;86015.0;-0.5;6.8
2013-03-05;73382.0;10.1;7.5
2013-03-07;68946.0;11.3;7.7
2013-03-16;74143.0;5.1;8.4
2013-03-17;69046.0;6.4;8.5
2013-03-26;74350.0;5.5;9.4
2013-03-27;75120.0;5.3;9.5
2013-03-28;74773.0;5.2;9.7
2013-04-21;53672.0;9.6;12.7
2013-04-25;55613.0;17.2;13.2
2013-04-27;55414.0;7.9;13.4
2013-05-01;55052.0;11.9;14.0
2013-05-03;59077.0;12.6;14.2
2013-05-12;48786.0;12.1;15.3
2013-05-15;58709.0;11.9;15.7
2013-05-21;61779.0;11.9;16.3
2013-05-26;53780.0;10.9;16.9
2013-05-27;57357.0;13.0;17.0
2013-05-30;61638.0;11.7;17.3
2013-05-31;60218.0;13.1;17.4
2013-06-01;52553.0;14.8;17.5
2013-06-07;54740.0;20.2;18.1
2013-06-18;56361.0;21.4;19.1
2013-06-25;54817.0;15.0;19.7
2013-06-26;54886.0;15.9;19.8
2013-06-29;48925.0;16.7;20.1
2013-07-01;54188.0;18.8;20.2
2013-07-04;55589.0;18.2;20.4
2013-07-09;56935.0;23.1;20.7
2013-07-26;56081.0;24.6;21.2
2013-07-28;45320.0;21.6;21.2
2013-08-06;50333.0;20.9;21.0
2013-08-07;49275.0;19.1;20.9
2013-08-13;48122.0;18.8;20.6
2013-08-14;48310.0;18.9;20.5
2013-08-15;43843.0;20.4;20.4
2013-08-18;43729.0;21.4;20.2
2013-08-19;49741.0;19.8;20.1
2013-08-21;50437.0;20.2;19.9
2013-08-22;51155.0;21.5;19.8
2013-08-25;43584.0;16.3;19.5
2012-09-21;55463.0;14.5;16.3
2012-09-23;46607.0;17.9;16.0
2012-09-25;56942.0;14.9;15.7
2012-09-28;55586.0;13.8;15.3
2012-09-29;50564.0;13.5;15.2
2012-10-02;56881.0;14.9;14.8
2012-10-04;57680.0;15.3;14.6
2012-10-05;56076.0;16.8;14.4
2012-10-09;57742.0;17.0;13.9
2012-10-15;62373.0;9.9;13.1
2012-10-19;58847.0;16.1;12.6
2012-10-21;50012.0;16.5;12.3
2012-10-24;61107.0;13.2;11.9
2012-11-03;59830.0;10.8;10.4
2012-11-07;72540.0;7.9;9.8
2012-11-10;61341.0;11.3;9.4
2012-11-13;73802.0;7.4;8.9
2012-11-22;74113.0;8.0;7.7
2012-11-25;59643.0;11.2;7.3
2012-11-30;79430.0;2.8;6.7
2012-12-01;74824.0;1.9;6.5
2012-12-06;86471.0;2.4;6.0
2012-12-09;74544.0;3.2;5.7
2012-12-12;90668.0;-1.2;5.4
2012-12-15;68990.0;9.3;5.2
2012-12-16;66575.0;8.8;5.2
2012-12-18;76857.0;7.5;5.0
2012-12-24;61199.0;10.1;4.8
2012-12-26;66241.0;9.1;4.7
2012-12-27;67871.0;9.5;4.7
2012-12-31;64378.0;7.9;4.7
2013-01-02;74471.0;5.6;4.6
2013-01-04;72426.0;8.1;4.6
2013-01-06;66487.0;6.7;4.6
2013-01-07;78770.0;5.9;4.6
2013-01-11;77241.0;6.0;4.7
2013-01-14;87280.0;1.7;4.8
2013-01-24;87811.0;1.8;5.2
2013-01-25;88391.0;-0.2;5.2
2013-02-03;72906.0;3.6;5.7
2013-02-06;84826.0;4.4;5.9
2013-02-07;86379.0;3.4;5.9
2013-02-10;77264.0;2.4;6.1
2013-02-21;86145.0;1.6;6.7
2013-02-25;87960.0;0.9;7.0
2013-02-26;86151.0;1.7;7.0
2013-02-28;82954.0;3.1;7.2
2013-03-02;76059.0;3.4;7.3
2013-03-03;72955.0;3.9;7.4
2013-03-09;60686.0;10.4;7.8
2013-03-11;76653.0;6.0;8.0
2013-03-13;84855.0;1.0;8.2
2013-03-15;83569.0;2.6;8.3
2013-03-19;76269.0;6.5;8.7
2013-03-21;74325.0;7.3;8.9
2013-03-29;74814.0;5.3;9.8
2013-04-01;65691.0;5.4;10.1
2013-04-04;75218.0;6.1;10.5
2013-04-06;69068.0;5.5;10.7
2013-04-07;66600.0;6.6;10.8
2013-04-10;69245.0;10.8;11.2
2013-04-12;65479.0;11.2;11.5
2013-04-16;57184.0;15.1;12.0
2013-04-20;54780.0;8.8;12.5
2013-04-23;60122.0;12.2;12.9
2013-04-24;57963.0;14.8;13.1
2013-04-30;63625.0;10.9;13.8
2013-05-13;57307.0;13.1;15.4
2013-05-14;57633.0;13.1;15.5
2013-05-18;53197.0;11.4;16.0
2013-05-22;61153.0;12.3;16.5
2013-05-29;60895.0;10.6;17.2
2013-06-16;45938.0;19.2;19.0
2013-06-19;56481.0;20.2;19.2
2013-06-22;48263.0;17.2;19.5
2013-07-03;56172.0;17.5;20.4
2013-07-11;55955.0;20.0;20.8
2013-07-21;48051.0;25.3;21.2
2013-07-23;57316.0;23.7;21.2
2013-07-24;56620.0;23.0;21.2
2013-07-29;51735.0;20.1;21.2
2013-08-02;53659.0;25.1;21.1
2013-08-03;46082.0;22.1;21.1
2013-08-04;45259.0;22.1;21.1
2013-08-08;48423.0;19.0;20.9
2013-08-31;47356.0;19.1;18.9
2013-09-09;53445.0;15.8;17.8
2013-09-10;53933.0;15.8;17.7
2013-09-15;45283.0;14.9;17.0
2013-09-17;56182.0;13.8;16.8
2013-09-23;53875.0;17.9;16.0
2013-09-24;54388.0;17.8;15.9
2013-09-26;55133.0;19.4;15.6
2013-10-02;55641.0;17.8;14.8
2013-10-04;55451.0;18.1;14.6
2013-10-05;48474.0;16.3;14.4
2013-10-06;47070.0;15.2;14.3
2013-10-08;55930.0;15.1;14.0
2013-10-13;54042.0;9.8;13.4
2013-10-19;51735.0;15.7;12.6
2012-04-23;65607.0;8.8;12.9
2012-04-24;67017.0;9.3;13.1
2012-04-25;67208.0;10.4;13.2
2012-05-05;51927.0;12.4;14.5
2012-05-07;53113.0;13.2;14.7
2012-05-11;55219.0;18.6;15.2
2012-05-12;49684.0;14.6;15.3
2012-05-20;48841.0;14.3;16.2
2012-05-22;59451.0;14.3;16.5
2012-05-26;48337.0;19.8;16.9
2012-05-31;54237.0;18.5;17.4
2012-06-01;54762.0;19.3;17.5
2012-06-08;54771.0;16.6;18.2
2012-06-14;54540.0;16.5;18.8
2012-06-25;55078.0;18.7;19.7
2012-07-02;54582.0;17.5;20.3
2012-07-03;55437.0;19.6;20.4
2012-07-11;55890.0;17.7;20.8
2012-07-30;51331.0;18.0;21.2
2012-08-05;43202.0;18.8;21.0
2012-08-08;48545.0;20.5;20.9
2012-08-11;44897.0;22.0;20.7
2012-08-12;43638.0;21.1;20.7
2012-08-14;49453.0;21.9;20.5
2012-08-17;49998.0;24.2;20.3
2012-08-20;52983.0;24.6;20.0
2012-08-29;55301.0;20.2;19.1
2012-08-30;55046.0;17.8;19.0
2012-08-31;53365.0;15.2;18.9
2012-09-01;47102.0;14.7;18.8
2012-09-02;44813.0;16.8;18.7
2012-09-05;55725.0;19.4;18.3
2012-09-08;48176.0;20.1;17.9
2012-09-11;56441.0;18.8;17.5
2012-09-13;55088.0;15.1;17.3
2012-09-15;47866.0;16.5;17.0
2012-09-16;44499.0;16.6;16.9
2012-09-17;53859.0;17.5;16.8
2012-10-03;57825.0;15.3;14.7
2012-10-06;50040.0;16.6;14.3
2012-10-08;58156.0;15.9;14.0
2012-10-10;58563.0;15.8;13.8
2012-10-17;62495.0;14.4;12.8
2012-10-25;61321.0;12.7;11.7
2012-10-26;61942.0;11.9;11.6
2012-11-04;57908.0;10.3;10.3
2012-11-05;70457.0;9.1;10.1
2012-11-19;72019.0;8.8;8.1
2012-11-29;80550.0;5.3;6.8
2012-12-02;72410.0;3.6;6.4
2012-12-03;80492.0;6.3;6.3
2012-12-05;83972.0;4.3;6.1
2012-12-13;86526.0;2.3;5.4
2012-12-14;80451.0;8.2;5.3
2012-12-29;62377.0;9.1;4.6
2013-01-05;67332.0;7.5;4.6
2013-01-09;81975.0;4.1;4.7
2013-01-18;92141.0;-1.5;4.9
2013-01-22;87230.0;3.1;5.1
2013-01-28;81536.0;6.5;5.4
2013-02-14;83189.0;3.6;6.3
2013-03-06;71648.0;10.6;7.6
2013-03-08;66700.0;11.3;7.8
2013-03-10;62052.0;8.3;7.9
2013-03-12;81594.0;2.9;8.1
2013-03-18;78569.0;5.4;8.6
2013-03-24;64570.0;7.3;9.2
2013-03-30;68601.0;5.8;9.9
2013-04-17;56383.0;17.3;12.1
2013-05-02;59742.0;12.4;14.1
2013-05-04;52797.0;12.9;14.3
2013-05-08;48755.0;15.7;14.8
2013-05-09;47349.0;14.2;15.0
2013-05-10;51673.0;12.6;15.1
2013-05-11;49176.0;12.8;15.2
2013-05-20;53650.0;11.2;16.2
2013-05-24;63154.0;7.9;16.7
2013-05-28;59492.0;11.8;17.1
2013-06-02;48628.0;14.4;17.6
2013-06-03;55476.0;13.9;17.7
2013-06-06;55003.0;19.5;18.0
2013-06-08;48098.0;17.8;18.2
2013-06-11;54830.0;17.0;18.5
2013-06-12;55633.0;19.2;18.6
2013-06-13;55613.0;17.1;18.7
2013-06-23;45759.0;16.0;19.6
2013-07-12;55639.0;20.4;20.9
2013-07-14;46353.0;22.3;21.0
2013-07-18;56564.0;22.6;21.1
2013-07-19;55976.0;23.1;21.2
2013-07-22;56871.0;25.9;21.2
2013-07-31;53052.0;22.8;21.2
2013-08-09;48461.0;19.6;20.8
2013-08-16;47510.0;21.2;20.4
2013-08-20;50085.0;19.2;20.0
2013-08-23;51588.0;22.0;19.8
2013-08-30;53892.0;19.1;19.0
2013-09-02;53166.0;18.1;18.7
2013-09-06;54962.0;19.3;18.2
2013-09-08;43994.0;16.3;17.9
2012-10-22;58734.0;16.4;12.1
2012-10-28;61427.0;4.9;11.3
2012-10-31;69364.0;7.7;10.9
2012-11-01;61456.0;9.0;10.7
2012-11-11;61163.0;8.2;9.2
2012-11-14;75287.0;7.0;8.8
2012-11-15;74505.0;6.9;8.7
2012-11-18;61125.0;9.3;8.2
2012-11-24;62516.0;10.6;7.4
2012-12-04;81887.0;6.3;6.2
2012-12-10;84825.0;4.5;5.6
2012-12-11;88136.0;1.8;5.5
2012-12-25;56950.0;10.3;4.7
2012-12-28;66133.0;9.2;4.7
2013-01-01;61731.0;7.3;4.6
2013-01-13;72673.0;3.6;4.8
2013-01-20;79945.0;1.4;5.0
2013-01-21;87635.0;2.5;5.1
2013-01-27;74236.0;5.3;5.3
2013-01-29;78514.0;9.1;5.4
2013-02-02;72965.0;5.5;5.6
2013-02-04;78525.0;8.0;5.8
2013-02-08;82612.0;2.6;6.0
2013-02-12;85889.0;2.7;6.2
2013-02-16;71439.0;4.5;6.4
2013-02-17;70911.0;3.5;6.5
2013-02-18;78308.0;4.0;6.5
2013-02-27;84703.0;2.6;7.1
2013-03-23;62495.0;9.2;9.1
2013-04-03;75218.0;6.4;10.3
2013-04-11;65885.0;12.1;11.4
2013-04-14;54064.0;16.5;11.7
2013-04-15;57055.0;15.4;11.9
2013-04-18;56264.0;14.3;12.3
2013-04-19;58376.0;10.3;12.4
2013-04-26;57501.0;13.0;13.3
2013-04-28;54959.0;7.8;13.6
2013-05-05;49544.0;14.1;14.5
2013-05-07;54397.0;15.9;14.7
2013-05-19;51233.0;11.3;16.1
2013-05-23;60771.0;10.4;16.6
2013-05-25;57629.0;9.6;16.8
2013-06-04;55380.0;14.5;17.8
2013-06-10;54445.0;15.4;18.4
2013-06-15;48005.0;17.5;18.9
2013-06-17;55099.0;20.8;19.1
2013-06-20;55940.0;17.9;19.3
2013-06-21;55048.0;16.8;19.4
2013-06-24;54346.0;14.6;19.7
2013-07-02;55292.0;19.3;20.3
2013-07-07;47081.0;23.3;20.6
2013-07-10;57049.0;22.3;20.8
2013-07-16;56474.0;23.1;21.1
2013-07-20;48794.0;24.0;21.2
2013-07-25;57091.0;24.2;21.2
2013-08-01;54575.0;25.7;21.2
2013-08-10;43891.0;19.3;20.8
2013-08-11;43275.0;19.8;20.7
2013-08-29;54033.0;18.6;19.1
2013-09-18;56533.0;16.4;16.6
2013-09-27;54299.0;19.5;15.5
2013-10-09;56815.0;15.0;13.9
2013-10-11;59810.0;9.2;13.6
2013-10-15;61575.0;13.6;13.1
2013-10-18;59206.0;13.4;12.7
2013-10-21;57791.0;16.6;12.3
2013-10-26;49843.0;17.5;11.6
2013-10-30;63640.0;9.6;11.0
2013-11-01;56328.0;10.7;10.7
2013-11-03;55488.0;11.2;10.4
2013-11-10;57021.0;9.7;9.4
2013-11-13;72282.0;8.6;8.9
2013-11-16;68341.0;5.2;8.5
2013-11-17;65708.0;5.9;8.4
2013-11-18;77419.0;6.3;8.2
2013-11-20;83462.0;3.8;7.9
2013-11-21;82708.0;3.9;7.8
2013-11-27;82905.0;3.3;7.0
2013-11-30;72618.0;5.8;6.7
2013-12-18;76393.0;8.4;5.0
2013-12-19;76692.0;8.2;5.0
2013-12-22;64723.0;9.0;4.8
2013-12-24;65593.0;10.9;4.8
2013-12-29;65638.0;5.8;4.6
2014-01-03;69244.0;9.9;4.6
2014-01-17;74898.0;7.7;4.9
2014-01-27;80985.0;5.6;5.3
2014-01-29;82223.0;4.6;5.4
2014-02-02;69703.0;5.1;5.6
2014-02-08;70094.0;7.1;6.0
2014-02-19;74050.0;8.8;6.6
2014-02-21;72297.0;7.5;6.7
2014-02-23;61750.0;8.4;6.8
2014-02-27;75809.0;6.5;7.1
2014-02-28;75246.0;6.2;7.2
2014-03-01;68143.0;5.8;7.2
2014-03-02;65611.0;6.0;7.3
2014-03-04;73716.0;6.8;7.5
2014-03-10;64157.0;11.0;7.9
2014-03-12;65262.0;10.3;8.1
2014-05-11;48550.0;13.0;15.2
2014-05-14;57587.0;12.4;15.5
2014-05-17;48605.0;15.6;15.9
2014-05-19;53782.0;17.6;16.1
2014-05-21;56190.0;16.3;16.3
2014-05-22;55219.0;15.6;16.5
2014-05-24;49286.0;13.2;16.7
2014-05-25;46607.0;14.2;16.8
2014-05-27;56683.0;13.6;17.0
2014-06-09;46444.0;22.3;18.3
2014-06-15;45043.0;17.3;18.9
2014-06-17;54391.0;16.9;19.1
2014-06-27;55179.0;19.4;19.9
2014-07-07;53701.0;16.9;20.6
2014-07-08;54577.0;16.5;20.7
2014-07-10;56072.0;16.1;20.8
2014-07-12;47959.0;18.1;20.9
2014-07-28;52502.0;19.3;21.2
2014-07-30;52878.0;20.0;21.2
2014-08-01;51860.0;21.2;21.2
2014-08-03;43084.0;19.6;21.1
2014-08-06;49403.0;19.9;21.0
2014-08-07;49623.0;21.0;20.9
2014-08-13;47850.0;17.0;20.6
2014-08-22;50303.0;16.2;19.8
2014-08-26;54061.0;18.7;19.4
2014-09-16;54802.0;19.8;16.9
2014-09-21;44927.0;18.0;16.3
2013-08-27;53194.0;18.2;19.3
2013-08-28;53626.0;18.7;19.2
2013-09-04;55871.0;22.1;18.4
2013-09-05;55824.0;22.6;18.3
2013-09-07;47634.0;16.9;18.0
2013-09-13;55327.0;16.6;17.3
2013-09-21;48266.0;15.9;16.3
2013-09-29;46035.0;17.2;15.2
2013-10-01;55379.0;16.9;15.0
2013-10-03;55409.0;18.8;14.7
2013-10-14;61856.0;13.0;13.2
2013-10-23;57807.0;16.9;12.0
2013-10-29;62570.0;11.3;11.1
2013-11-04;67749.0;10.8;10.3
2013-11-15;74772.0;6.6;8.7
2013-11-28;84904.0;2.3;6.9
2013-12-13;82007.0;3.7;5.4
2013-12-14;72860.0;5.9;5.3
2013-12-17;77812.0;7.2;5.1
2013-12-25;59099.0;8.4;4.7
2013-12-30;73006.0;4.9;4.6
2014-01-07;72012.0;10.8;4.6
2014-01-10;72973.0;6.9;4.7
2014-01-11;66059.0;7.4;4.7
2014-01-28;82028.0;4.8;5.4
2014-01-30;80500.0;4.8;5.5
2014-02-01;71680.0;6.3;5.6
2014-02-05;80189.0;7.4;5.8
2014-02-07;74145.0;9.1;5.9
2014-02-10;77015.0;6.6;6.1
2014-02-11;79066.0;5.9;6.1
2014-02-12;79413.0;6.6;6.2
2014-02-20;72594.0;9.5;6.7
2014-02-22;65702.0;7.1;6.8
2014-03-18;65628.0;10.5;8.6
2014-03-24;68546.0;6.5;9.2
2014-03-26;68976.0;7.1;9.4
2014-04-03;59925.0;14.0;10.3
2014-04-04;60464.0;12.7;10.5
2014-04-11;57880.0;13.1;11.4
2014-04-16;59803.0;11.2;12.0
2014-04-17;58955.0;12.5;12.1
2014-04-18;57674.0;11.9;12.3
2014-04-21;50908.0;11.8;12.7
2013-10-20;49336.0;16.0;12.4
2013-10-22;58119.0;18.1;12.1
2013-10-24;58265.0;14.9;11.9
2013-10-31;63204.0;9.5;10.9
2013-11-06;65736.0;14.4;10.0
2013-11-08;64023.0;12.3;9.7
2013-11-11;62401.0;7.5;9.2
2013-11-14;75216.0;7.3;8.8
2013-11-22;82483.0;3.6;7.7
2013-12-01;71192.0;4.6;6.5
2013-12-03;82472.0;3.2;6.3
2013-12-09;83667.0;2.9;5.7
2013-12-11;82999.0;3.1;5.5
2013-12-15;70376.0;6.3;5.2
2013-12-21;70166.0;6.0;4.9
2013-12-26;68900.0;6.1;4.7
2013-12-31;69061.0;6.4;4.6
2014-01-06;73416.0;10.2;4.6
2014-01-08;71298.0;10.5;4.6
2014-01-09;73353.0;9.9;4.7
2014-01-13;76205.0;7.7;4.8
2014-01-14;78418.0;5.7;4.8
2014-01-15;78999.0;6.2;4.8
2014-01-16;77589.0;8.2;4.9
2014-01-19;66472.0;6.7;5.0
2014-01-22;81574.0;4.3;5.1
2014-01-26;67402.0;7.8;5.3
2014-02-03;78735.0;4.8;5.7
2014-02-09;69004.0;6.4;6.0
