Date;Pic journalier consommation (MW);Température moyenne (°C);Température référence (°C)
2014-02-13;79517.0;7.2;6.3
2014-02-14;76155.0;8.3;6.3
2014-02-16;65110.0;7.3;6.4
2014-02-17;72631.0;7.0;6.5
2014-02-24;69547.0;9.3;6.9
2014-02-26;72767.0;6.8;7.0
2014-03-03;76181.0;6.3;7.4
2014-03-06;72247.0;8.0;7.6
2014-03-11;65879.0;10.1;8.0
2014-03-13;65204.0;10.3;8.2
2014-03-16;54471.0;11.3;8.4
2014-03-23;60842.0;6.5;9.1
2014-03-25;69212.0;6.9;9.3
2014-03-30;52718.0;13.4;9.9
2014-04-01;60073.0;13.7;10.1
2014-04-05;53042.0;13.0;10.6
2014-04-07;56194.0;15.6;10.8
2014-04-12;50726.0;13.0;11.5
2014-04-15;58620.0;11.2;11.9
2014-04-23;57770.0;13.8;12.9
2014-04-26;51980.0;11.9;13.3
2014-04-30;58440.0;12.6;13.8
2014-05-03;51472.0;11.2;14.2
2014-05-05;54990.0;14.5;14.5
2014-05-07;56552.0;14.5;14.7
2014-05-12;56850.0;11.5;15.3
2014-05-15;56556.0;12.8;15.7
2014-05-31;47305.0;16.0;17.4
2014-06-07;47839.0;21.7;18.1
2014-06-10;55600.0;20.6;18.4
2014-06-14;47559.0;19.5;18.8
2014-06-18;54387.0;17.4;19.1
2014-06-21;48100.0;20.1;19.4
2014-06-26;55227.0;19.3;19.8
2014-06-29;45234.0;16.5;20.1
2014-07-02;54865.0;19.9;20.3
2014-07-04;55283.0;21.1;20.4
2014-07-06;45386.0;19.1;20.6
2014-07-16;55695.0;22.8;21.1
2014-07-17;56902.0;24.7;21.1
2014-07-26;47023.0;21.1;21.2
2014-07-29;52752.0;18.0;21.2
2014-07-31;52420.0;20.7;21.2
2014-08-02;45551.0;20.0;21.1
2014-08-05;48994.0;20.4;21.0
2014-08-11;47605.0;18.6;20.7
2014-08-18;48533.0;17.2;20.2
2014-09-10;55184.0;18.7;17.7
2014-09-22;53210.0;15.4;16.1
2013-09-14;48975.0;16.2;17.2
2013-09-20;55068.0;16.2;16.4
2013-09-22;45555.0;17.4;16.1
2013-09-28;48276.0;18.9;15.3
2013-09-30;54125.0;16.7;15.1
2013-10-07;55122.0;15.1;14.2
2013-10-12;55156.0;8.9;13.5
2013-10-25;56862.0;17.2;11.7
2013-10-28;59739.0;15.1;11.3
2013-11-02;54588.0;14.2;10.6
2013-11-07;64595.0;14.4;9.8
2013-11-19;79552.0;6.0;8.1
2013-11-23;73547.0;5.0;7.5
2013-11-24;69341.0;6.0;7.4
2013-11-26;81173.0;4.5;7.1
2013-11-29;80538.0;5.1;6.8
2013-12-02;81601.0;5.1;6.4
2013-12-08;71159.0;4.2;5.8
2013-12-10;84211.0;2.7;5.6
2013-12-16;77902.0;7.0;5.2
2013-12-23;68570.0;9.5;4.8
2013-12-27;67502.0;8.3;4.7
2014-01-01;63488.0;8.2;4.6
2014-01-02;69236.0;9.6;4.6
2014-01-04;65433.0;9.0;4.6
2014-01-12;66000.0;6.6;4.7
2014-01-18;67722.0;7.1;4.9
2014-01-21;81156.0;4.4;5.1
2014-01-24;78202.0;6.2;5.2
2014-01-25;69681.0;6.2;5.2
2014-01-31;80442.0;4.6;5.5
2014-02-06;77844.0;8.1;5.9
2014-02-18;75039.0;7.5;6.5
2014-03-09;55484.0;11.8;7.8
2014-03-27;68176.0;6.8;9.5
2014-04-06;48954.0;14.8;10.7
2014-04-13;49355.0;12.9;11.6
2014-04-19;52948.0;9.8;12.4
2014-04-22;58492.0;12.9;12.8
2014-05-01;49081.0;12.8;14.0
2014-05-06;55602.0;15.2;14.6
2014-05-08;48934.0;14.3;14.8
2014-05-18;45847.0;16.9;16.0
2014-05-20;54768.0;16.4;16.2
2014-06-01;45707.0;15.7;17.5
2014-06-05;54610.0;15.3;17.9
2014-06-06;54461.0;20.1;18.0
2014-06-08;45163.0;22.3;18.2
2014-06-16;53374.0;17.6;19.0
2014-06-19;54350.0;18.6;19.2
2014-06-22;46192.0;21.4;19.5
2014-07-05;48159.0;20.1;20.5
2014-07-11;55470.0;17.4;20.8
2014-07-21;53759.0;19.4;21.2
2014-07-22;54796.0;20.2;21.2
2014-08-04;48668.0;19.4;21.1
2014-08-10;42624.0;20.9;20.8
2014-03-15;57683.0;10.0;8.3
2014-03-17;62914.0;10.4;8.5
2014-03-19;63396.0;11.3;8.7
2014-03-20;62476.0;12.1;8.8
2014-03-21;61477.0;11.5;8.9
2014-03-22;59757.0;8.9;9.0
2014-03-31;60430.0;13.1;10.0
2014-04-02;58950.0;14.6;10.2
2014-04-14;57092.0;12.6;11.7
2014-04-20;50658.0;10.7;12.5
2014-04-24;57228.0;14.2;13.1
2014-05-02;55128.0;12.4;14.1
2014-05-13;57985.0;11.1;15.4
2014-05-16;55735.0;13.7;15.8
2014-05-23;54872.0;13.8;16.6
2014-06-02;53708.0;16.3;17.6
2014-06-04;55909.0;14.7;17.8
2014-06-28;48170.0;18.2;20.0
2014-07-01;54538.0;18.9;20.2
2014-07-09;55114.0;15.7;20.7
2014-07-13;44912.0;18.3;20.9
2014-07-15;54767.0;20.2;21.0
2014-07-18;57101.0;25.1;21.1
2014-07-20;45398.0;20.1;21.2
2014-07-23;55366.0;22.5;21.2
2014-07-24;55938.0;23.2;21.2
2014-07-27;45448.0;21.9;21.2
2014-08-09;44222.0;19.9;20.8
2014-08-12;47658.0;18.2;20.7
2014-08-14;47447.0;16.8;20.5
2014-08-16;43054.0;17.1;20.4
2014-08-17;42260.0;17.0;20.3
2014-08-21;49757.0;15.8;19.9
2014-08-28;54307.0;19.9;19.2
2014-08-30;47160.0;18.4;19.0
2014-08-31;44561.0;18.0;18.9
2014-09-02;54286.0;18.5;18.7
2014-09-04;54610.0;18.7;18.4
2014-09-07;45219.0;20.6;18.0
2014-09-12;54019.0;17.4;17.4
2014-09-17;55388.0;20.9;16.8
2014-09-19;54932.0;20.3;16.5
2014-09-23;54363.0;14.1;16.0
2014-09-25;54828.0;14.3;15.7
